emotion;text;rand
disgust;When I became aware that an acquaintance had stolen from friends.;0.155125728
joy;i feel like i have been eager to get my undergrad finished for the last three years;0.341145158
fear;i did not feel sadness i did not feel frightened i was incredibly happy;0.103743256
sadness;i feel disillusioned unsure of the direction im going in;0.236300731
fear;i can continue feeling uncomfortable and not lash out at someone or something that i think is causing me discomfort i m able to see where the discomfort started;0.53013674
anger;i feel resentful that hubby doesnt notice what needs to be done around the house and doesnt step up and help out without being asked;0.54027856
joy;i thereafter began to feel that such lay readers were getting something useful even as i maintained my principal approach to target tax professionals and tax students in the content provided;0.14943034
anger;i feel antsy and distracted;0.357810237
anger;i reached km i knew that i was going to feel somewhat frustrated with my performance;0.205478137
sadness;i was feeling incredibly ungrateful and embarrassed for how much i take advantage of in my life;0.101622905
surprise;i am feeling shocked sad and relieved amp that is because i just had the worst dream ever;0.641148113
anger;i dont eat i cant focus and i feel cranky and pissed off and my mood swings are like crazy;0.685932308
fear;i am sorry however that i interrogate him the way i do or always feel like something should seem suspicious;0.877569229
disgust;Noticing my flat had maggotts !;0.029619693
sadness;i think back upon everything that has happened its no wonder i am feeling empty;0.713467582
joy;i leave however i feel taller and more graceful so i intend to go every mwf from now on;0.038828715
sadness;i feel like i am being punished for this as my husband is still flirting with other girls neglecting me making me lose contact with all my friends;0.708265916
joy;i genuinely feel happy when i can be with you lord;0.665632113
surprise;i hadn t realized in being forthright about that was that though he may have meant it when he agreed with me and said that he d done the same thing as time went on i found myself feeling stunned to learn that the things he d said and shown me were not genuine;0.276912985
disgust;"At school, when the only thing people my age could think of was getting 
rolling drunk. They couldn't have a good time without firstly 
getting drunk.";0.032616951
anger;i feel so frustrated lately;0.917939409
joy;i have been successful in providing some peace of mind i feel content;0.862278665
sadness;im not the only one who feels it but i seem to be the only one troubled by it;0.814419306
anger;ive been on a short fuse with the kids cranky with people i come in contact with and just feeling irritable altogether;0.698144586
anger;i didnt have to go off on a rant of what i think torture is and how i feel we live in a violent culture;0.087816642
sadness;i feel terrible of course that would be my opening line to bloggers anonymous if there were such a thing;0.833045522
sadness;i do not have this clear cut direction on my life and there are a couple of different routes that i could go but i feel so useless because im not a hundred percent on any of them;0.626659072
sadness;im left feeling heartbroken;0.177628784
fear;i had that feeling for weeks and was nervous because of that;0.593931401
disgust;"I read about a murderer who brutalized his victims by cutting 
open their stomaches and taking out their bowels.";0.750754666
fear;i want you to try this week if you re feeling unsure in your faith;0.385386531
sadness;i just feel bad and want to be rescued from feeling bad;0.044227519
surprise;ive actually cut way back on drinking due to my insides feeling funny;0.038708559
fear;i feel a bit agitated now;0.710534148
surprise;i could feel the most amazing and completely indescribable feeling;0.11345604
joy;i truly had the best time and i have them to thank for it because they made me feel welcomed in every minute of the day and i felt like weve all been friends forever;0.227713052
sadness;i returned to my apartment after the run feeling beaten and even worse about my physical condition than i had when i started but i didn t give up;0.550468106
anger;i am feeling absolutely enraged right now as if the bathroom incident happened this morning when it happened over six years ago;0.577805548
joy;i came out feeling amazing;0.404269671
sadness;i just feel really unimportant at this moment;0.766111409
sadness;i dont think i could have handled another day of feeling crappy about myself;0.25331369
sadness;i feel like blogging or should i say i feel like writing something dumb again;0.743997593
anger;im feeling a bit cranky about eating my veggies this week;0.191152486
joy;i have no strong sensory memory of the red coat or great feelings of happiness about it though in the pictures it looks as cool as the shoes and they go great together;0.173212206
