text;emo
i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself;sadness
i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me;joy
i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans;joy
i feel the character im doing is a little more beaten down and the comedy is a little bit smaller;sadness
i feel everything around me is fucked everyone around me is falling to pieces;anger
i anyone another lovely day today weather am running late with life generally and not done any art today yet feel deprived bit of;sadness
i feel extremely insulted;anger
i blanked a little on a lesson and she seamlessly jumped in to support me without making me feel stupid or inferring it to the kids;sadness
i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms;joy
i feel like im the one to be blamed for all things;sadness
i cant help feeling mad at this man;anger
i guess it all just depends on my mood whether im feeling sociable or not;joy
i continued to feel very submissive and continued to be aroused as well;sadness
